week_number,Origin,Total_Flights,Total_Duration_of_Flights,Max_Duration_of_Flights,Min_Duration_of_Flights,Median_Duration_of_Flights,Mean_Duration_of_Flights,Mean_Duration_of_Flights_pd,Highest_Traffic_Origin_Airport,Highest_Traffic_Destination_Airport,Most_Common_Flight_Path,Unique_Flight_Paths,Unique_Carriers,Count_of_Arrival_Delays,Mean_Arrival_Delays,Count_of_Departure_Delay,Mean_Departure_Delay,Total_Distance,Mean_Distance,Total_Cancelled_Flights,Count_Carrier_Delay,Mean_Carrier_Delay,Count_Weather_Delay,Mean_Weather_Delay,Count_NAS_Delay,Mean_NAS_Delay,Count_Security_Delay,Mean_Security_Delay,Count_Late_Aircraft_Delay,Mean_Late_Aircraft_Delay
41,TYS,185,9479.0,85.0,24.0,47.0,51.23783783783784,51.23783783783784,TYS,ATL,TYS_ATL,27,5,185,3.3783783783783785,186,1.0913978494623655,40658.0,217.42245989304814,1,0,,0,,0,,0,,0,
41,UCA,20,627.0,75.0,14.0,20.5,31.35,31.35,UCA,SYR,UCA_SYR,4,1,20,3.0,20,0.6,1598.0,79.9,0,0,,0,,0,,0,,0,
41,VPS,27,2099.0,86.0,68.0,79.0,77.74074074074075,77.74074074074075,VPS,MEM,VPS_MEM,4,1,27,8.518518518518519,27,1.037037037037037,9963.0,369.0,0,0,,0,,0,,0,,0,
41,WRG,12,309.0,32.0,13.0,28.0,25.75,25.75,WRG,KTN,WRG_KTN,2,1,12,2.6666666666666665,12,2.75,186.0,31.0,1,0,,0,,0,,0,,0,
41,YAK,13,558.0,51.0,39.0,43.0,42.92307692307692,42.92307692307692,YAK,['CDV' 'JNU'],['YAK_CDV' 'YAK_JNU'],2,1,13,0.8461538461538461,13,-2.076923076923077,2884.0,206.0,1,0,,0,,0,,0,,0,
41,YAP,3,184.0,79.0,52.0,53.0,61.333333333333336,61.333333333333336,YAP,ROR,YAP_ROR,2,1,3,3.0,3,1.6666666666666667,1097.0,365.6666666666667,0,0,,0,,0,,0,,0,
41,YKM,12,317.0,30.0,21.0,26.5,26.416666666666668,26.416666666666668,YKM,PSC,YKM_PSC,4,1,12,4.75,12,2.3333333333333335,852.0,71.0,0,0,,0,,0,,0,,0,
41,YUM,40,2059.0,69.0,37.0,51.0,51.475,51.475,YUM,PHX,YUM_PHX,6,1,40,0.4,40,2.425,6946.0,173.65,0,0,,0,,0,,0,,0,
42,ABE,101,7112.0,147.0,17.0,64.0,70.41584158415841,70.41584158415841,ABE,PIT,ABE_PIT,16,4,101,2.9603960396039604,101,2.801980198019802,35652.0,352.990099009901,0,0,,0,,0,,0,,0,
42,ABQ,605,51891.0,190.0,42.0,82.0,85.77024793388429,85.77024793388429,ABQ,PHX,ABQ_PHX,96,9,605,6.2727272727272725,605,6.11900826446281,304720.0,501.1842105263158,3,0,,0,,0,,0,,0,
42,ACV,25,1399.0,75.0,25.0,58.0,55.96,55.96,ACV,SFO,ACV_SFO,4,1,25,27.96,25,21.96,5505.0,220.2,0,0,,0,,0,,0,,0,
42,AGS,67,2832.0,56.0,23.0,43.0,42.26865671641791,42.26865671641791,AGS,ATL,AGS_ATL,10,2,67,4.940298507462686,68,1.1470588235294117,9122.0,134.14705882352942,0,0,,0,,0,,0,,0,
42,ALB,220,18135.0,177.0,30.0,73.0,82.43181818181819,82.43181818181819,ALB,ORD,ALB_ORD,35,6,220,5.472727272727273,220,4.881818181818182,92573.0,420.78636363636366,0,0,,0,,0,,0,,0,
42,ALO,28,1245.0,67.0,18.0,42.5,44.464285714285715,44.464285714285715,ALO,['RST' 'STL'],['ALO_RST' 'ALO_STL'],4,1,28,1.7142857142857142,28,0.0,5292.0,189.0,0,0,,0,,0,,0,,0,
42,AMA,151,8500.0,79.0,25.0,58.0,56.29139072847682,56.29139072847682,AMA,DFW,AMA_DFW,23,4,151,2.185430463576159,151,3.7417218543046356,43707.0,289.4503311258278,0,0,,0,,0,,0,,0,
42,ANC,286,41253.0,358.0,41.0,170.5,144.24125874125875,144.24125874125875,ANC,SEA,ANC_SEA,44,6,286,-0.013986013986013986,286,4.944055944055944,317951.0,1111.7167832167831,0,0,,0,,0,,0,,0,
42,APF,18,591.0,38.0,30.0,32.0,32.833333333333336,32.833333333333336,APF,TPA,APF_TPA,3,1,18,-1.3333333333333333,18,-0.16666666666666666,2680.0,134.0,2,0,,0,,0,,0,,0,
42,ATL,5054,476793.0,594.0,27.0,86.0,94.3397309062129,94.3397309062129,ATL,ORD,ATL_ORD,647,10,5054,5.359715077166601,5061,4.044457617071725,2787945.0,545.0527859237536,54,0,,0,,0,,0,,0,
42,ATW,29,1803.0,100.0,21.0,68.0,62.172413793103445,62.172413793103445,ATW,MSP,ATW_MSP,6,1,29,5.482758620689655,31,1.2580645161290323,6790.0,219.03225806451613,0,0,,0,,0,,0,,0,
42,AUS,550,37542.0,201.0,23.0,52.0,68.25818181818182,68.25818181818182,AUS,DFW,AUS_DFW,82,10,550,2.478181818181818,550,3.521818181818182,194149.0,351.71920289855075,2,0,,0,,0,,0,,0,
42,AVL,38,1608.0,83.0,25.0,36.5,42.31578947368421,42.31578947368421,AVL,CLT,AVL_CLT,6,1,38,5.657894736842105,38,4.815789473684211,5842.0,149.7948717948718,1,0,,0,,0,,0,,0,
42,AVP,42,1740.0,64.0,18.0,46.5,41.42857142857143,41.42857142857143,AVP,PIT,AVP_PIT,6,2,42,2.3095238095238093,42,1.5476190476190477,6538.0,155.66666666666666,0,0,,0,,0,,0,,0,
42,AZO,78,3483.0,90.0,20.0,39.0,44.65384615384615,44.65384615384615,AZO,DAY,AZO_DAY,12,2,78,-0.6025641025641025,79,-1.379746835443038,14233.0,180.16455696202533,0,0,,0,,0,,0,,0,
42,BDL,580,59296.0,291.0,21.0,84.0,102.23448275862069,102.23448275862069,BDL,ORD,BDL_ORD,84,9,580,4.241379310344827,583,3.542024013722127,320175.0,549.1852487135505,0,0,,0,,0,,0,,0,
42,BET,11,756.0,76.0,62.0,68.0,68.72727272727273,68.72727272727273,BET,ANC,BET_ANC,2,1,11,5.363636363636363,11,1.6363636363636365,4389.0,399.0,0,0,,0,,0,,0,,0,
42,BFL,72,4356.0,183.0,26.0,36.0,60.5,60.5,BFL,SBA,BFL_SBA,11,3,72,5.277777777777778,72,5.833333333333333,22241.0,308.90277777777777,0,0,,0,,0,,0,,0,
42,BGM,41,1741.0,75.0,11.0,52.0,42.46341463414634,42.46341463414634,BGM,PIT,BGM_PIT,6,2,41,1.853658536585366,41,1.4878048780487805,7064.0,172.29268292682926,0,0,,0,,0,,0,,0,
42,BGR,42,2864.0,156.0,32.0,56.0,68.19047619047619,68.19047619047619,BGR,BOS,BGR_BOS,6,2,42,5.904761904761905,42,1.880952380952381,13237.0,315.1666666666667,0,0,,0,,0,,0,,0,
42,BHM,357,20199.0,122.0,21.0,47.0,56.57983193277311,56.57983193277311,BHM,ATL,BHM_ATL,56,8,357,2.26890756302521,359,1.5181058495821727,93739.0,257.52472527472526,5,0,,0,,0,,0,,0,
42,BIL,143,9972.0,125.0,34.0,70.0,69.73426573426573,69.73426573426573,BIL,DEN,BIL_DEN,21,4,143,-0.965034965034965,143,1.6713286713286712,57829.0,401.59027777777777,1,0,,0,,0,,0,,0,
42,BIS,86,5561.0,129.0,24.0,67.0,64.66279069767442,64.66279069767442,BIS,MSP,BIS_MSP,13,3,86,1.6627906976744187,87,0.4827586206896552,29439.0,334.53409090909093,1,0,,0,,0,,0,,0,
42,BLI,19,656.0,53.0,26.0,33.0,34.526315789473685,34.526315789473685,BLI,SEA,BLI_SEA,3,1,19,8.68421052631579,20,10.7,1880.0,94.0,0,0,,0,,0,,0,,0,
42,BNA,1041,84152.0,272.0,30.0,77.0,80.83765609990394,80.83765609990394,BNA,ATL,BNA_ATL,148,10,1041,2.6714697406340058,1045,3.5808612440191387,451161.0,430.49713740458014,3,0,,0,,0,,0,,0,
42,BOI,115,10503.0,183.0,47.0,92.0,91.33043478260869,91.33043478260869,BOI,DEN,BOI_DEN,17,4,115,5.121739130434783,115,4.6695652173913045,63822.0,554.9739130434782,0,0,,0,,0,,0,,0,
42,BOS,1931,225244.0,422.0,13.0,87.0,116.64629725530813,116.64629725530813,BOS,LGA,BOS_LGA,255,10,1931,4.495080269290523,1937,5.563758389261745,1252007.0,642.7140657084188,11,0,,0,,0,,0,,0,
42,BTM,12,299.0,52.0,19.0,22.5,24.916666666666668,24.916666666666668,BTM,BZN,BTM_BZN,2,1,12,5.666666666666667,12,0.75,780.0,65.0,0,0,,0,,0,,0,,0,
42,BTR,177,11618.0,97.0,24.0,71.0,65.63841807909604,65.63841807909604,BTR,DFW,BTR_DFW,27,4,177,7.491525423728813,178,5.882022471910112,59926.0,329.2637362637363,4,0,,0,,0,,0,,0,
42,BTV,122,8923.0,168.0,32.0,72.0,73.13934426229508,73.13934426229508,BTV,SYR,BTV_SYR,20,4,122,6.122950819672131,122,2.2459016393442623,42336.0,344.1951219512195,1,0,,0,,0,,0,,0,
42,BUF,531,37377.0,240.0,22.0,65.0,70.38983050847457,70.38983050847457,BUF,EWR,BUF_EWR,85,7,531,5.444444444444445,535,3.7514018691588786,177495.0,331.1473880597015,1,0,,0,,0,,0,,0,
42,BUR,574,48106.0,291.0,25.0,70.0,83.80836236933798,83.80836236933798,BUR,SFO,BUR_SFO,92,8,574,13.033101045296167,574,8.28048780487805,250744.0,432.31724137931036,6,0,,0,,0,,0,,0,
42,BWI,1234,118364.0,301.0,25.0,79.0,95.91896272285251,95.91896272285251,BWI,ATL,BWI_ATL,181,10,1234,7.22771474878444,1238,5.394991922455573,616815.0,497.03062046736505,3,0,,0,,0,,0,,0,
42,BZN,66,3983.0,134.0,19.0,57.5,60.34848484848485,60.34848484848485,BZN,SLC,BZN_SLC,11,3,66,-2.121212121212121,66,0.9242424242424242,22970.0,319.02777777777777,6,0,,0,,0,,0,,0,
42,CAE,231,12710.0,119.0,27.0,52.0,55.02164502164502,55.02164502164502,CAE,ATL,CAE_ATL,35,5,231,1.3376623376623376,233,1.0643776824034334,55645.0,235.78389830508473,3,0,,0,,0,,0,,0,
42,CAK,109,6461.0,108.0,16.0,63.0,59.27522935779817,59.27522935779817,CAK,ORD,CAK_ORD,16,5,109,0.6697247706422018,109,1.0825688073394495,28105.0,257.8440366972477,0,0,,0,,0,,0,,0,
42,CCR,28,2857.0,848.0,66.0,73.0,102.03571428571429,102.03571428571429,CCR,LAX,CCR_LAX,5,1,28,41.107142857142854,28,10.035714285714286,9688.0,346.0,0,0,,0,,0,,0,,0,
42,CDV,13,541.0,50.0,35.0,41.0,41.61538461538461,41.61538461538461,CDV,YAK,CDV_YAK,2,1,13,13.076923076923077,13,14.153846153846153,2451.0,188.53846153846155,0,0,,0,,0,,0,,0,
42,CHA,101,4557.0,67.0,31.0,41.0,45.118811881188115,45.118811881188115,CHA,ATL,CHA_ATL,15,4,101,3.0,101,0.09900990099009901,16301.0,159.81372549019608,1,0,,0,,0,,0,,0,
42,CHO,32,1343.0,71.0,24.0,38.5,41.96875,41.96875,CHO,['CLT' 'LYH' 'ROA'],['CHO_CLT' 'CHO_LYH' 'CHO_ROA'],5,1,32,5.25,32,3.8125,5462.0,165.5151515151515,1,0,,0,,0,,0,,0,
42,CHS,278,16392.0,148.0,22.0,57.5,58.96402877697842,58.96402877697842,CHS,ATL,CHS_ATL,43,5,278,1.7482014388489209,278,1.589928057553957,77466.0,275.6797153024911,3,0,,0,,0,,0,,0,
42,CID,127,7494.0,148.0,24.0,52.0,59.00787401574803,59.00787401574803,CID,STL,CID_STL,20,5,127,3.9606299212598426,128,1.53125,36158.0,282.484375,0,0,,0,,0,,0,,0,
42,CLE,1042,92266.0,326.0,19.0,77.0,88.54702495201535,88.54702495201535,CLE,['EWR' 'ORD'],['CLE_EWR' 'CLE_ORD'],158,10,1042,4.029750479846449,1048,3.344465648854962,513846.0,487.05781990521325,7,0,,0,,0,,0,,0,
42,CLT,1832,142235.0,342.0,24.0,68.0,77.63919213973799,77.63919213973799,CLT,ATL,CLT_ATL,283,9,1832,9.531659388646288,1833,9.129841789416258,721492.0,391.68946796959824,9,0,,0,,0,,0,,0,
42,CMH,531,39972.0,215.0,21.0,74.0,75.2768361581921,75.2768361581921,CMH,ORD,CMH_ORD,85,9,531,4.75517890772128,533,3.0150093808630394,198836.0,372.3520599250936,1,0,,0,,0,,0,,0,
42,CMI,49,2040.0,58.0,24.0,45.0,41.63265306122449,41.63265306122449,CMI,DAY,CMI_DAY,7,2,49,3.3877551020408165,49,0.32653061224489793,7742.0,158.0,0,0,,0,,0,,0,,0,
42,COS,178,12712.0,159.0,18.0,84.0,71.41573033707866,71.41573033707866,COS,DEN,COS_DEN,27,6,178,3.4269662921348316,178,2.4887640449438204,67869.0,381.2865168539326,0,0,,0,,0,,0,,0,
42,CPR,52,2872.0,70.0,40.0,56.0,55.23076923076923,55.23076923076923,CPR,DEN,CPR_DEN,8,3,52,0.6730769230769231,52,1.8076923076923077,15328.0,294.7692307692308,0,0,,0,,0,,0,,0,
42,CRP,96,5143.0,104.0,35.0,48.0,53.572916666666664,53.572916666666664,CRP,HOU,CRP_HOU,16,3,96,2.3854166666666665,96,2.0729166666666665,21823.0,227.32291666666666,0,0,,0,,0,,0,,0,
42,CRW,97,4789.0,96.0,19.0,46.0,49.371134020618555,49.371134020618555,CRW,PIT,CRW_PIT,17,3,97,9.206185567010309,100,11.73,22256.0,216.07766990291262,3,0,,0,,0,,0,,0,
42,CSG,25,877.0,44.0,24.0,35.0,35.08,35.08,CSG,ATL,CSG_ATL,4,1,25,6.48,25,1.56,2075.0,83.0,0,0,,0,,0,,0,,0,
42,CVG,1188,110801.0,335.0,23.0,79.0,93.26683501683502,93.26683501683502,CVG,ORD,CVG_ORD,176,9,1188,11.37037037037037,1188,4.159090909090909,611869.0,512.8826487845766,5,0,,0,,0,,0,,0,
42,CWA,30,1941.0,95.0,43.0,61.0,64.7,64.7,CWA,MSP,CWA_MSP,6,1,30,15.633333333333333,32,10.78125,7856.0,245.5,0,0,,0,,0,,0,,0,
42,DAB,117,7536.0,136.0,25.0,70.0,64.41025641025641,64.41025641025641,DAB,ATL,DAB_ATL,19,4,117,4.632478632478633,118,0.7457627118644068,35303.0,296.66386554621846,1,0,,0,,0,,0,,0,
42,DAL,723,38629.0,104.0,35.0,51.0,53.428769017980635,53.428769017980635,DAL,HOU,DAL_HOU,129,1,723,0.7897648686030428,723,4.546334716459198,190952.0,263.74585635359114,1,0,,0,,0,,0,,0,
42,DAY,716,56014.0,312.0,24.0,65.5,78.23184357541899,78.23184357541899,DAY,ORD,DAY_ORD,109,7,716,6.692737430167598,717,4.329149232914923,295862.0,411.4909596662031,2,0,,0,,0,,0,,0,
42,DCA,1700,155355.0,217.0,21.0,79.0,91.38529411764706,91.38529411764706,DCA,LGA,DCA_LGA,250,10,1700,3.9447058823529413,1703,3.936582501467998,795948.0,465.73902867173786,6,0,,0,,0,,0,,0,
42,DEN,3383,436435.0,462.0,23.0,128.0,129.00827667750517,129.00827667750517,DEN,ORD,DEN_ORD,488,10,3383,1.5480342890925214,3390,6.151327433628318,2854761.0,839.8826125330979,9,0,,0,,0,,0,,0,
42,DFW,3939,478281.0,504.0,36.0,116.0,121.42193450114242,121.42193450114242,DFW,IAH,DFW_IAH,520,10,3939,5.101548616400102,3941,4.305252473991373,3017806.0,763.6148785425102,11,0,,0,,0,,0,,0,
42,DLH,28,1283.0,60.0,35.0,45.0,45.82142857142857,45.82142857142857,DLH,MSP,DLH_MSP,4,1,28,10.821428571428571,28,3.0,4032.0,144.0,0,0,,0,,0,,0,,0,
42,DRO,13,699.0,88.0,33.0,58.0,53.76923076923077,53.76923076923077,DRO,PHX,DRO_PHX,2,1,13,5.538461538461538,13,4.6923076923076925,3309.0,254.53846153846155,0,0,,0,,0,,0,,0,
42,DSM,287,21373.0,185.0,20.0,61.0,74.47038327526133,74.47038327526133,DSM,ORD,DSM_ORD,43,6,287,3.832752613240418,287,3.1951219512195124,113766.0,395.0208333333333,1,0,,0,,0,,0,,0,
42,DTW,2161,206348.0,332.0,22.0,85.0,95.48727440999538,95.48727440999538,DTW,ORD,DTW_ORD,324,11,2161,8.582600647848219,2168,5.944649446494465,1112567.0,510.82047750229566,10,0,,0,,0,,0,,0,
42,EAU,19,584.0,45.0,11.0,33.0,30.736842105263158,30.736842105263158,EAU,MSP,EAU_MSP,4,1,19,6.684210526315789,19,2.9473684210526314,1519.0,79.94736842105263,0,0,,0,,0,,0,,0,
42,ELM,52,1696.0,71.0,14.0,24.5,32.61538461538461,32.61538461538461,ELM,['PIT' 'SYR'],['ELM_PIT' 'ELM_SYR'],9,2,52,6.711538461538462,52,7.6923076923076925,6260.0,115.92592592592592,2,0,,0,,0,,0,,0,
42,ELP,445,34991.0,150.0,37.0,78.0,78.63146067415731,78.63146067415731,ELP,PHX,ELP_PHX,71,6,445,4.337078651685394,445,6.09438202247191,210311.0,472.60898876404497,0,0,,0,,0,,0,,0,
42,ERI,52,2112.0,69.0,30.0,37.0,40.61538461538461,40.61538461538461,ERI,PIT,ERI_PIT,9,2,52,3.3461538461538463,53,2.509433962264151,6803.0,128.35849056603774,0,0,,0,,0,,0,,0,
42,EUG,86,6992.0,147.0,29.0,84.0,81.30232558139535,81.30232558139535,EUG,SFO,EUG_SFO,14,4,86,10.069767441860465,88,8.897727272727273,41830.0,475.34090909090907,0,0,,0,,0,,0,,0,
42,EVV,54,2531.0,78.0,26.0,45.0,46.870370370370374,46.870370370370374,EVV,IND,EVV_IND,11,3,54,3.3333333333333335,54,2.3333333333333335,11533.0,213.57407407407408,0,0,,0,,0,,0,,0,
42,EWR,2352,279984.0,401.0,20.0,100.0,119.04081632653062,119.04081632653062,EWR,ORD,EWR_ORD,343,9,2352,5.170068027210885,2358,7.744274809160306,1556659.0,651.8672529313233,30,0,,0,,0,,0,,0,
42,EYW,35,1220.0,43.0,29.0,35.0,34.857142857142854,34.857142857142854,EYW,MIA,EYW_MIA,6,2,35,3.742857142857143,35,3.2,5166.0,126.0,6,0,,0,,0,,0,,0,
42,FAI,65,3719.0,100.0,46.0,54.0,57.215384615384615,57.215384615384615,FAI,ANC,FAI_ANC,10,3,65,6.153846153846154,65,2.953846153846154,19506.0,300.0923076923077,0,0,,0,,0,,0,,0,
42,FAR,58,3590.0,134.0,41.0,52.0,61.89655172413793,61.89655172413793,FAR,MSP,FAR_MSP,9,3,58,6.258620689655173,59,1.3898305084745763,15831.0,268.3220338983051,0,0,,0,,0,,0,,0,
42,FAT,154,8719.0,132.0,27.0,50.0,56.616883116883116,56.616883116883116,FAT,LAX,FAT_LAX,23,4,154,9.220779220779221,154,8.422077922077921,41837.0,269.9161290322581,1,0,,0,,0,,0,,0,
42,FAY,84,3723.0,89.0,32.0,41.5,44.32142857142857,44.32142857142857,FAY,CLT,FAY_CLT,14,2,84,-2.2142857142857144,84,-1.5238095238095237,13128.0,156.28571428571428,0,0,,0,,0,,0,,0,
42,FCA,14,811.0,93.0,32.0,56.0,57.92857142857143,57.92857142857143,FCA,['HLN' 'SLC'],['FCA_HLN' 'FCA_SLC'],2,1,14,-2.5714285714285716,14,0.0,4837.0,345.5,0,0,,0,,0,,0,,0,
42,FLG,45,1722.0,100.0,20.0,38.0,38.266666666666666,38.266666666666666,FLG,PHX,FLG_PHX,8,1,45,10.2,45,8.6,4904.0,106.6086956521739,1,0,,0,,0,,0,,0,
42,FLL,765,83291.0,196.0,16.0,126.0,108.87712418300653,108.87712418300653,FLL,ATL,FLL_ATL,118,9,765,1.6392156862745098,769,4.642392717815345,564954.0,691.4981640146879,48,0,,0,,0,,0,,0,
42,FNT,20,936.0,53.0,35.0,46.0,46.8,46.8,FNT,DAY,FNT_DAY,4,1,20,3.35,20,2.6,4473.0,213.0,1,0,,0,,0,,0,,0,
42,FOE,13,378.0,38.0,20.0,30.0,29.076923076923077,29.076923076923077,FOE,MCI,FOE_MCI,2,1,13,-1.6153846153846154,13,-0.6153846153846154,1250.0,96.15384615384616,0,0,,0,,0,,0,,0,
42,FSD,139,8775.0,125.0,25.0,60.0,63.1294964028777,63.1294964028777,FSD,DEN,FSD_DEN,21,5,139,4.302158273381295,139,3.1870503597122304,45608.0,325.77142857142854,1,0,,0,,0,,0,,0,
42,FWA,87,4102.0,92.0,21.0,45.0,47.14942528735632,47.14942528735632,FWA,DTW,FWA_DTW,13,4,87,4.206896551724138,87,1.2873563218390804,14225.0,161.64772727272728,1,0,,0,,0,,0,,0,
42,GCN,37,1479.0,55.0,19.0,45.0,39.972972972972975,39.972972972972975,GCN,LAS,GCN_LAS,6,1,37,8.621621621621621,37,9.18918918918919,4785.0,129.32432432432432,0,0,,0,,0,,0,,0,
42,GEG,214,18868.0,199.0,41.0,73.0,88.16822429906541,88.16822429906541,GEG,SEA,GEG_SEA,33,6,214,5.210280373831775,214,5.009345794392523,113629.0,530.9766355140187,0,0,,0,,0,,0,,0,
42,GFK,27,1629.0,86.0,50.0,59.0,60.333333333333336,60.333333333333336,GFK,MSP,GFK_MSP,4,1,27,10.0,27,2.7777777777777777,7668.0,284.0,0,0,,0,,0,,0,,0,
42,GJT,46,2397.0,82.0,24.0,49.5,52.108695652173914,52.108695652173914,GJT,DEN,GJT_DEN,8,2,46,5.608695652173913,46,3.9565217391304346,10618.0,230.82608695652175,0,0,,0,,0,,0,,0,
42,GNV,46,2874.0,85.0,53.0,61.5,62.47826086956522,62.47826086956522,GNV,ATL,GNV_ATL,7,2,46,5.086956521739131,46,7.391304347826087,14000.0,297.8723404255319,1,0,,0,,0,,0,,0,
42,GPT,26,1463.0,73.0,19.0,63.0,56.26923076923077,56.26923076923077,GPT,MEM,GPT_MEM,4,1,26,8.038461538461538,26,3.6153846153846154,6798.0,261.46153846153845,0,0,,0,,0,,0,,0,
42,GRB,51,3129.0,90.0,46.0,60.0,61.35294117647059,61.35294117647059,GRB,MSP,GRB_MSP,8,1,51,8.568627450980392,54,3.9814814814814814,14544.0,269.3333333333333,0,0,,0,,0,,0,,0,
42,GRR,197,10909.0,112.0,23.0,48.0,55.3756345177665,55.3756345177665,GRR,ORD,GRR_ORD,29,5,197,3.0558375634517767,199,2.1758793969849246,45019.0,225.095,1,0,,0,,0,,0,,0,
42,GSO,429,26690.0,160.0,24.0,61.0,62.214452214452216,62.214452214452216,GSO,ATL,GSO_ATL,68,6,429,2.699300699300699,429,2.8927738927738926,127628.0,294.7528868360277,4,0,,0,,0,,0,,0,
42,GSP,164,7533.0,115.0,24.0,43.0,45.93292682926829,45.93292682926829,GSP,ATL,GSP_ATL,26,5,164,-0.21951219512195122,164,0.7134146341463414,30362.0,182.90361445783134,2,0,,0,,0,,0,,0,
42,GTF,81,4668.0,192.0,20.0,38.0,57.629629629629626,57.629629629629626,GTF,BIL,GTF_BIL,12,4,81,1.6419753086419753,82,0.6585365853658537,26716.0,325.8048780487805,0,0,,0,,0,,0,,0,
42,GUM,34,3043.0,420.0,32.0,38.0,89.5,89.5,GUM,SPN,GUM_SPN,8,1,34,-1.3529411764705883,34,-1.1470588235294117,25305.0,683.918918918919,3,0,,0,,0,,0,,0,
42,HLN,21,1220.0,85.0,31.0,65.0,58.095238095238095,58.095238095238095,HLN,SLC,HLN_SLC,3,1,21,4.666666666666667,21,2.238095238095238,6741.0,321.0,0,0,,0,,0,,0,,0,
42,HNL,287,90777.0,558.0,40.0,299.0,316.29616724738673,316.29616724738673,HNL,LAX,HNL_LAX,39,6,287,3.1114982578397212,287,8.174216027874564,784073.0,2731.9616724738676,0,0,,0,,0,,0,,0,
42,HOU,1135,85783.0,225.0,17.0,56.0,75.57973568281939,75.57973568281939,HOU,DAL,HOU_DAL,180,8,1135,2.3629955947136563,1135,5.764757709251102,490826.0,430.92712906057943,4,0,,0,,0,,0,,0,
42,HPN,55,5080.0,146.0,53.0,102.0,92.36363636363636,92.36363636363636,HPN,IAD,HPN_IAD,9,3,55,10.6,56,13.285714285714286,25339.0,444.5438596491228,1,0,,0,,0,,0,,0,
42,HRL,135,8351.0,90.0,42.0,59.0,61.85925925925926,61.85925925925926,HRL,HOU,HRL_HOU,23,3,135,-1.0814814814814815,135,0.7851851851851852,41776.0,309.45185185185187,0,0,,0,,0,,0,,0,
42,HSV,124,5666.0,128.0,22.0,42.5,45.693548387096776,45.693548387096776,HSV,MEM,HSV_MEM,20,4,124,-0.8306451612903226,124,0.12903225806451613,21820.0,175.96774193548387,0,0,,0,,0,,0,,0,
42,HTS,46,2047.0,63.0,25.0,44.0,44.5,44.5,HTS,CLT,HTS_CLT,7,2,46,6.673913043478261,46,6.260869565217392,9636.0,200.75,2,0,,0,,0,,0,,0,
42,IAD,1150,143830.0,366.0,21.0,100.5,125.0695652173913,125.0695652173913,IAD,EWR,IAD_EWR,179,9,1150,5.955652173913044,1152,7.1640625,848963.0,725.6094017094017,18,0,,0,,0,,0,,0,
42,IAH,1715,200134.0,282.0,15.0,117.0,116.69620991253645,116.69620991253645,IAH,DFW,IAH_DFW,256,10,1715,0.3166180758017493,1716,3.222610722610723,1268628.0,733.7351069982649,13,0,,0,,0,,0,,0,
42,ICT,272,21738.0,169.0,36.0,76.0,79.91911764705883,79.91911764705883,ICT,DEN,ICT_DEN,41,7,272,1.2573529411764706,272,2.4705882352941178,122834.0,449.94139194139194,1,0,,0,,0,,0,,0,
42,IDA,21,779.0,48.0,25.0,38.0,37.095238095238095,37.095238095238095,IDA,SLC,IDA_SLC,3,1,21,6.571428571428571,21,4.476190476190476,3101.0,147.66666666666666,0,0,,0,,0,,0,,0,
42,ILG,6,224.0,40.0,32.0,38.0,37.333333333333336,37.333333333333336,ILG,IAD,ILG_IAD,1,1,6,-5.666666666666667,6,-3.0,777.0,111.0,1,0,,0,,0,,0,,0,
42,ILM,86,3855.0,67.0,29.0,43.0,44.825581395348834,44.825581395348834,ILM,CLT,ILM_CLT,13,2,86,1.3604651162790697,86,0.1511627906976744,17153.0,197.16091954022988,1,0,,0,,0,,0,,0,
42,IND,682,54915.0,276.0,25.0,69.0,80.52052785923753,80.52052785923753,IND,ORD,IND_ORD,101,10,682,5.608504398826979,682,4.205278592375366,301415.0,438.74090247452693,5,0,,0,,0,,0,,0,
42,ISO,28,1487.0,67.0,44.0,53.0,53.107142857142854,53.107142857142854,ISO,['BWI' 'CLT'],['ISO_BWI' 'ISO_CLT'],4,1,28,5.035714285714286,28,3.9285714285714284,6426.0,229.5,0,0,,0,,0,,0,,0,
42,ISP,162,14278.0,196.0,31.0,74.5,88.1358024691358,88.1358024691358,ISP,ORD,ISP_ORD,26,6,162,4.216049382716049,163,2.6993865030674846,75696.0,458.76363636363635,2,0,,0,,0,,0,,0,
42,ITH,49,1600.0,66.0,13.0,25.0,32.6530612244898,32.6530612244898,ITH,SYR,ITH_SYR,7,2,49,0.5306122448979592,49,2.163265306122449,5649.0,115.28571428571429,0,0,,0,,0,,0,,0,
42,JAC,14,505.0,52.0,23.0,38.0,36.07142857142857,36.07142857142857,JAC,['IDA' 'SLC'],['JAC_IDA' 'JAC_SLC'],2,1,14,3.5,14,0.9285714285714286,1904.0,136.0,0,0,,0,,0,,0,,0,
42,JAN,192,11577.0,108.0,31.0,61.5,60.296875,60.296875,JAN,DFW,JAN_DFW,28,4,192,3.7604166666666665,192,3.2552083333333335,57863.0,301.3697916666667,0,0,,0,,0,,0,,0,
42,JAX,485,37852.0,162.0,23.0,66.0,78.04536082474227,78.04536082474227,JAX,ATL,JAX_ATL,76,8,485,4.150515463917526,485,3.422680412371134,206371.0,417.7550607287449,9,0,,0,,0,,0,,0,
42,JFK,916,173333.0,637.0,37.0,173.5,189.22816593886463,189.22816593886463,JFK,LAX,JFK_LAX,137,11,916,7.352620087336245,922,5.634490238611714,1109774.0,1185.655982905983,14,0,,0,,0,,0,,0,
