Origin,start_lat,start_lon,Dest,end_lat,end_lon,Total
DEN,39.86169815,-104.6729965,AMA,35.219398,-101.706001,172
DEN,39.86169815,-104.6729965,ATL,33.6367,-84.428101,844
DEN,39.86169815,-104.6729965,AUS,30.19449997,-97.66989899,251
DEN,39.86169815,-104.6729965,BDL,41.93889999,-72.68319702,168
DEN,39.86169815,-104.6729965,BFL,35.43360138,-119.0569992,117
DEN,39.86169815,-104.6729965,BIL,45.80770111,-108.5429993,541
DEN,39.86169815,-104.6729965,BIS,46.77270126,-100.7460022,262
DEN,39.86169815,-104.6729965,BOI,43.5644,-116.223,510
DEN,39.86169815,-104.6729965,BOS,42.36429977,-71.00520325,488
DEN,39.86169815,-104.6729965,BUF,42.94049835,-78.73220062,83
DEN,39.86169815,-104.6729965,BUR,34.20069885,-118.3590012,559
DEN,39.86169815,-104.6729965,BWI,39.1754,-76.668297,185
DEN,39.86169815,-104.6729965,BZN,45.77750015,-111.1529999,161
DEN,39.86169815,-104.6729965,CID,41.88470078,-91.71080017,320
DEN,39.86169815,-104.6729965,CLE,41.4117012,-81.84980011,489
DEN,39.86169815,-104.6729965,CLT,35.2140007,-80.94309998,183
DEN,39.86169815,-104.6729965,CMH,39.998001,-82.891899,168
DEN,39.86169815,-104.6729965,COS,38.805801,-104.700996,734
DEN,39.86169815,-104.6729965,CPR,42.908001,-106.463997,265
DEN,39.86169815,-104.6729965,CVG,39.04880142,-84.6678009,238
DEN,39.86169815,-104.6729965,DAY,39.90240097,-84.2193985,88
DEN,39.86169815,-104.6729965,DFW,32.896801,-97.038002,1730
DEN,39.86169815,-104.6729965,DSM,41.5340004,-93.6631012,574
DEN,39.86169815,-104.6729965,DTW,42.21239853,-83.35340118,710
DEN,39.86169815,-104.6729965,ELP,31.80719948,-106.3779984,283
DEN,39.86169815,-104.6729965,EUG,44.12459946,-123.211998,336
DEN,39.86169815,-104.6729965,EWR,40.69250107,-74.16870117,748
DEN,39.86169815,-104.6729965,FAR,46.92070007,-96.81580353,141
DEN,39.86169815,-104.6729965,FAT,36.77619934,-119.7180023,299
DEN,39.86169815,-104.6729965,FSD,43.58200073,-96.74189758,366
DEN,39.86169815,-104.6729965,GEG,47.61989975,-117.5339966,404
DEN,39.86169815,-104.6729965,GJT,39.12239838,-108.5270004,401
DEN,39.86169815,-104.6729965,HNL,21.32062,-157.924228,101
DEN,39.86169815,-104.6729965,HOU,29.64539909,-95.27890015,251
DEN,39.86169815,-104.6729965,IAD,38.94449997,-77.45580292,770
DEN,39.86169815,-104.6729965,IAH,29.9843998,-95.34140015,938
DEN,39.86169815,-104.6729965,ICT,37.649899,-97.433098,684
DEN,39.86169815,-104.6729965,IND,39.7173,-86.294403,340
DEN,39.86169815,-104.6729965,JFK,40.63980103,-73.77890015,177
DEN,39.86169815,-104.6729965,LAS,36.08010101,-115.1520004,1061
DEN,39.86169815,-104.6729965,LAX,33.94250107,-118.4079971,1693
DEN,39.86169815,-104.6729965,LGA,40.77719879,-73.87259674,829
DEN,39.86169815,-104.6729965,LNK,40.85100174,-96.75920105,348
DEN,39.86169815,-104.6729965,MCI,39.2976,-94.713898,819
DEN,39.86169815,-104.6729965,MCO,28.42939949,-81.30899811,331
DEN,39.86169815,-104.6729965,MDW,41.785999,-87.752403,585
DEN,39.86169815,-104.6729965,MEM,35.04240036,-89.97669983,227
DEN,39.86169815,-104.6729965,MIA,25.79319954,-80.29060364,295
DEN,39.86169815,-104.6729965,MKE,42.94720078,-87.89659882,410
DEN,39.86169815,-104.6729965,MLI,41.44850159,-90.50749969,119
DEN,39.86169815,-104.6729965,MSN,43.13990021,-89.33750153,172
DEN,39.86169815,-104.6729965,MSP,44.882,-93.221802,1071
DEN,39.86169815,-104.6729965,MSY,29.99340057,-90.25800323,339
DEN,39.86169815,-104.6729965,OAK,37.721298,-122.221001,727
DEN,39.86169815,-104.6729965,OKC,35.39310074,-97.60070038,712
DEN,39.86169815,-104.6729965,OMA,41.3032,-95.894096,752
DEN,39.86169815,-104.6729965,ONT,34.05599976,-117.6009979,681
DEN,39.86169815,-104.6729965,ORD,41.9786,-87.9048,2054
DEN,39.86169815,-104.6729965,PDX,45.58869934,-122.5979996,654
DEN,39.86169815,-104.6729965,PHL,39.87189865,-75.2410965,380
DEN,39.86169815,-104.6729965,PHX,33.43429947,-112.012001,1265
DEN,39.86169815,-104.6729965,PIH,42.90980148,-112.5960007,1
DEN,39.86169815,-104.6729965,PIT,40.49150085,-80.23290253,452
DEN,39.86169815,-104.6729965,PSP,33.82970047,-116.5070038,336
DEN,39.86169815,-104.6729965,RAP,44.04529953,-103.0569992,252
DEN,39.86169815,-104.6729965,RNO,39.49909973,-119.7679977,672
DEN,39.86169815,-104.6729965,SAN,32.73360062,-117.1900024,821
DEN,39.86169815,-104.6729965,SAT,29.53370094,-98.46980286,261
DEN,39.86169815,-104.6729965,SBA,34.42620087,-119.8399963,258
DEN,39.86169815,-104.6729965,SCK,37.89419937,-121.237999,51
DEN,39.86169815,-104.6729965,SDF,38.1744,-85.736,90
DEN,39.86169815,-104.6729965,SEA,47.449001,-122.308998,848
DEN,39.86169815,-104.6729965,SFO,37.61899948,-122.375,1321
DEN,39.86169815,-104.6729965,SGF,37.24570084,-93.38860321,220
DEN,39.86169815,-104.6729965,SJC,37.362598,-121.929001,668
DEN,39.86169815,-104.6729965,SLC,40.78839874,-111.9779968,1399
DEN,39.86169815,-104.6729965,SMF,38.69540024,-121.5910034,662
DEN,39.86169815,-104.6729965,SNA,33.67570114,-117.8679962,429
DEN,39.86169815,-104.6729965,STL,38.748697,-90.370003,916
DEN,39.86169815,-104.6729965,TPA,27.97550011,-82.53320313,174
DEN,39.86169815,-104.6729965,TUL,36.19839859,-95.88809967,581
DEN,39.86169815,-104.6729965,TUS,32.11610031,-110.9410019,518
DFW,32.896801,-97.038002,ABQ,35.040199,-106.609001,972
DFW,32.896801,-97.038002,AMA,35.219398,-101.706001,620
DFW,32.896801,-97.038002,ATL,33.6367,-84.428101,1890
DFW,32.896801,-97.038002,AUS,30.19449997,-97.66989899,1569
DFW,32.896801,-97.038002,BDL,41.93889999,-72.68319702,88
DFW,32.896801,-97.038002,BFL,35.43360138,-119.0569992,178
DFW,32.896801,-97.038002,BHM,33.56290054,-86.75350189,260
DFW,32.896801,-97.038002,BNA,36.12450027,-86.67819977,797
DFW,32.896801,-97.038002,BOS,42.36429977,-71.00520325,573
DFW,32.896801,-97.038002,BTR,30.533199,-91.149597,619
DFW,32.896801,-97.038002,BUR,34.20069885,-118.3590012,179
DFW,32.896801,-97.038002,BWI,39.1754,-76.668297,522
DFW,32.896801,-97.038002,CLE,41.4117012,-81.84980011,174
DFW,32.896801,-97.038002,CLT,35.2140007,-80.94309998,616
DFW,32.896801,-97.038002,CMH,39.998001,-82.891899,175
DFW,32.896801,-97.038002,COS,38.805801,-104.700996,246
DFW,32.896801,-97.038002,CRP,27.77039909,-97.50119781,318
DFW,32.896801,-97.038002,CVG,39.04880142,-84.6678009,531
DFW,32.896801,-97.038002,DAY,39.90240097,-84.2193985,267
DFW,32.896801,-97.038002,DCA,38.8521,-77.037697,795
DFW,32.896801,-97.038002,DEN,39.86169815,-104.6729965,1648
DFW,32.896801,-97.038002,DSM,41.5340004,-93.6631012,160
DFW,32.896801,-97.038002,DTW,42.21239853,-83.35340118,839
DFW,32.896801,-97.038002,ELP,31.80719948,-106.3779984,968
DFW,32.896801,-97.038002,EWR,40.69250107,-74.16870117,608
DFW,32.896801,-97.038002,FLL,26.072599,-80.152702,259
DFW,32.896801,-97.038002,GSO,36.09780121,-79.93730164,91
DFW,32.896801,-97.038002,GUC,38.53390121,-106.9329987,27
DFW,32.896801,-97.038002,HDN,40.48120117,-107.2180023,28
DFW,32.896801,-97.038002,HNL,21.32062,-157.924228,241
DFW,32.896801,-97.038002,HOU,29.64539909,-95.27890015,1210
DFW,32.896801,-97.038002,HRL,26.22850037,-97.65440369,342
DFW,32.896801,-97.038002,HSV,34.6371994,-86.77510071,178
DFW,32.896801,-97.038002,IAD,38.94449997,-77.45580292,475
DFW,32.896801,-97.038002,IAH,29.9843998,-95.34140015,2188
DFW,32.896801,-97.038002,ICT,37.649899,-97.433098,351
DFW,32.896801,-97.038002,IND,39.7173,-86.294403,259
DFW,32.896801,-97.038002,JAN,32.31119919,-90.07589722,531
DFW,32.896801,-97.038002,JAX,30.49410057,-81.68789673,259
DFW,32.896801,-97.038002,JFK,40.63980103,-73.77890015,263
DFW,32.896801,-97.038002,LAS,36.08010101,-115.1520004,791
DFW,32.896801,-97.038002,LAX,33.94250107,-118.4079971,1191
DFW,32.896801,-97.038002,LBB,33.663601,-101.822998,705
DFW,32.896801,-97.038002,LGA,40.77719879,-73.87259674,949
DFW,32.896801,-97.038002,LGB,33.81769943,-118.1520004,430
DFW,32.896801,-97.038002,LIT,34.72940063,-92.22429657,791
DFW,32.896801,-97.038002,MAF,31.94249916,-102.2020035,361
DFW,32.896801,-97.038002,MCI,39.2976,-94.713898,793
DFW,32.896801,-97.038002,MCO,28.42939949,-81.30899811,650
DFW,32.896801,-97.038002,MEM,35.04240036,-89.97669983,1089
DFW,32.896801,-97.038002,MIA,25.79319954,-80.29060364,467
DFW,32.896801,-97.038002,MLU,32.51089859,-92.03769684,89
DFW,32.896801,-97.038002,MOB,30.69120026,-88.24279785,87
DFW,32.896801,-97.038002,MSP,44.882,-93.221802,695
DFW,32.896801,-97.038002,MSY,29.99340057,-90.25800323,1048
DFW,32.896801,-97.038002,OAK,37.721298,-122.221001,175
DFW,32.896801,-97.038002,OKC,35.39310074,-97.60070038,1515
DFW,32.896801,-97.038002,OMA,41.3032,-95.894096,338
DFW,32.896801,-97.038002,ONT,34.05599976,-117.6009979,669
DFW,32.896801,-97.038002,ORD,41.9786,-87.9048,1580
DFW,32.896801,-97.038002,ORF,36.89459991,-76.20120239,172
DFW,32.896801,-97.038002,PBI,26.68320084,-80.09559631,259
DFW,32.896801,-97.038002,PDX,45.58869934,-122.5979996,360
DFW,32.896801,-97.038002,PHL,39.87189865,-75.2410965,605
DFW,32.896801,-97.038002,PHX,33.43429947,-112.012001,957
DFW,32.896801,-97.038002,PIT,40.49150085,-80.23290253,530
DFW,32.896801,-97.038002,PSP,33.82970047,-116.5070038,57
DFW,32.896801,-97.038002,RDU,35.87760162,-78.78749847,352
DFW,32.896801,-97.038002,RIC,37.50519943,-77.31970215,90
DFW,32.896801,-97.038002,RNO,39.49909973,-119.7679977,262
DFW,32.896801,-97.038002,RSW,26.53619957,-81.75520325,104
DFW,32.896801,-97.038002,SAN,32.73360062,-117.1900024,794
DFW,32.896801,-97.038002,SAT,29.53370094,-98.46980286,1736
DFW,32.896801,-97.038002,SAV,32.12760162,-81.20210266,87
DFW,32.896801,-97.038002,SDF,38.1744,-85.736,429
DFW,32.896801,-97.038002,SEA,47.449001,-122.308998,621
DFW,32.896801,-97.038002,SFO,37.61899948,-122.375,1083
DFW,32.896801,-97.038002,SHV,32.446602,-93.8256,973
DFW,32.896801,-97.038002,SJC,37.362598,-121.929001,358
DFW,32.896801,-97.038002,SJU,18.43939972,-66.00180054,87
DFW,32.896801,-97.038002,SLC,40.78839874,-111.9779968,766
DFW,32.896801,-97.038002,SMF,38.69540024,-121.5910034,352
DFW,32.896801,-97.038002,SNA,33.67570114,-117.8679962,409
DFW,32.896801,-97.038002,STL,38.748697,-90.370003,1172
DFW,32.896801,-97.038002,TPA,27.97550011,-82.53320313,704
DFW,32.896801,-97.038002,TUL,36.19839859,-95.88809967,1467
DFW,32.896801,-97.038002,TUS,32.11610031,-110.9410019,347
DLH,46.84209824,-92.19360352,MSP,44.882,-93.221802,359
DRO,37.1515007,-107.7539978,GJT,39.12239838,-108.5270004,85
DRO,37.1515007,-107.7539978,PHX,33.43429947,-112.012001,87
DSM,41.5340004,-93.6631012,CID,41.88470078,-91.71080017,258
DSM,41.5340004,-93.6631012,DEN,39.86169815,-104.6729965,589
DSM,41.5340004,-93.6631012,DFW,32.896801,-97.038002,267
DSM,41.5340004,-93.6631012,FSD,43.58200073,-96.74189758,86
DSM,41.5340004,-93.6631012,MEM,35.04240036,-89.97669983,170
DSM,41.5340004,-93.6631012,MLI,41.44850159,-90.50749969,57
DSM,41.5340004,-93.6631012,MSP,44.882,-93.221802,338
DSM,41.5340004,-93.6631012,OMA,41.3032,-95.894096,179
DSM,41.5340004,-93.6631012,ORD,41.9786,-87.9048,879
DSM,41.5340004,-93.6631012,PHX,33.43429947,-112.012001,262
DSM,41.5340004,-93.6631012,STL,38.748697,-90.370003,502
DTW,42.21239853,-83.35340118,ABE,40.65209961,-75.44080353,231
DTW,42.21239853,-83.35340118,ALB,42.74829865,-73.80169678,224
DTW,42.21239853,-83.35340118,ATL,33.6367,-84.428101,1235
DTW,42.21239853,-83.35340118,ATW,44.2580986,-88.51909637,132
DTW,42.21239853,-83.35340118,AZO,42.23490143,-85.55210114,268
DTW,42.21239853,-83.35340118,BDL,41.93889999,-72.68319702,393
DTW,42.21239853,-83.35340118,BNA,36.12450027,-86.67819977,553
DTW,42.21239853,-83.35340118,BOS,42.36429977,-71.00520325,550
DTW,42.21239853,-83.35340118,BUF,42.94049835,-78.73220062,305
DTW,42.21239853,-83.35340118,BWI,39.1754,-76.668297,591
DTW,42.21239853,-83.35340118,CAK,40.91609955,-81.44219971,212
DTW,42.21239853,-83.35340118,CID,41.88470078,-91.71080017,89
DTW,42.21239853,-83.35340118,CLE,41.4117012,-81.84980011,675
DTW,42.21239853,-83.35340118,CLT,35.2140007,-80.94309998,339
DTW,42.21239853,-83.35340118,CMH,39.998001,-82.891899,305
DTW,42.21239853,-83.35340118,CVG,39.04880142,-84.6678009,744
DTW,42.21239853,-83.35340118,CWA,44.77759933,-89.66680145,137
DTW,42.21239853,-83.35340118,DAY,39.90240097,-84.2193985,265
DTW,42.21239853,-83.35340118,DCA,38.8521,-77.037697,622
DTW,42.21239853,-83.35340118,DEN,39.86169815,-104.6729965,732
DTW,42.21239853,-83.35340118,DFW,32.896801,-97.038002,852
DTW,42.21239853,-83.35340118,ERI,42.08312701,-80.17386675,219
DTW,42.21239853,-83.35340118,EWR,40.69250107,-74.16870117,967
DTW,42.21239853,-83.35340118,FLL,26.072599,-80.152702,167
DTW,42.21239853,-83.35340118,FWA,40.97850037,-85.19509888,282
DTW,42.21239853,-83.35340118,GRB,44.48509979,-88.12960052,295
DTW,42.21239853,-83.35340118,GRR,42.88079834,-85.52279663,383
DTW,42.21239853,-83.35340118,HOU,29.64539909,-95.27890015,238
DTW,42.21239853,-83.35340118,HPN,41.06700134,-73.70760345,243
DTW,42.21239853,-83.35340118,IAD,38.94449997,-77.45580292,570
DTW,42.21239853,-83.35340118,IAH,29.9843998,-95.34140015,250
DTW,42.21239853,-83.35340118,IND,39.7173,-86.294403,617
DTW,42.21239853,-83.35340118,JFK,40.63980103,-73.77890015,347
DTW,42.21239853,-83.35340118,LAN,42.77870178,-84.58740234,254
DTW,42.21239853,-83.35340118,LAS,36.08010101,-115.1520004,79
DTW,42.21239853,-83.35340118,LAX,33.94250107,-118.4079971,325
DTW,42.21239853,-83.35340118,LGA,40.77719879,-73.87259674,800
DTW,42.21239853,-83.35340118,MBS,43.53290176,-84.07959747,434
DTW,42.21239853,-83.35340118,MCI,39.2976,-94.713898,637
DTW,42.21239853,-83.35340118,MCO,28.42939949,-81.30899811,330
DTW,42.21239853,-83.35340118,MDW,41.785999,-87.752403,956
DTW,42.21239853,-83.35340118,MEM,35.04240036,-89.97669983,399
DTW,42.21239853,-83.35340118,MIA,25.79319954,-80.29060364,275
DTW,42.21239853,-83.35340118,MKE,42.94720078,-87.89659882,621
DTW,42.21239853,-83.35340118,MSN,43.13990021,-89.33750153,308
DTW,42.21239853,-83.35340118,MSP,44.882,-93.221802,723
DTW,42.21239853,-83.35340118,ORD,41.9786,-87.9048,1637
DTW,42.21239853,-83.35340118,PBI,26.68320084,-80.09559631,155
DTW,42.21239853,-83.35340118,PHL,39.87189865,-75.2410965,808
DTW,42.21239853,-83.35340118,PHX,33.43429947,-112.012001,155
DTW,42.21239853,-83.35340118,PIA,40.66419983,-89.69329834,130
DTW,42.21239853,-83.35340118,PIT,40.49150085,-80.23290253,989
DTW,42.21239853,-83.35340118,PVD,41.732601,-71.420403,227
DTW,42.21239853,-83.35340118,RDU,35.87760162,-78.78749847,268
DTW,42.21239853,-83.35340118,ROC,43.1189003,-77.67240143,366
DTW,42.21239853,-83.35340118,SAN,32.73360062,-117.1900024,142
DTW,42.21239853,-83.35340118,SBN,41.70869827,-86.31729889,287
DTW,42.21239853,-83.35340118,SDF,38.1744,-85.736,214
DTW,42.21239853,-83.35340118,SEA,47.449001,-122.308998,156
DTW,42.21239853,-83.35340118,SFO,37.61899948,-122.375,333
DTW,42.21239853,-83.35340118,SRQ,27.39539909,-82.55439758,78
DTW,42.21239853,-83.35340118,STL,38.748697,-90.370003,867
DTW,42.21239853,-83.35340118,SYR,43.11119843,-76.10630035,301
DTW,42.21239853,-83.35340118,TPA,27.97550011,-82.53320313,262
EAU,44.86579895,-91.48429871,LSE,43.879002,-91.256699,76
EAU,44.86579895,-91.48429871,MSP,44.882,-93.221802,245
ELM,42.15990067,-76.89160156,BGM,42.20869827,-75.97979736,89
ELM,42.15990067,-76.89160156,ITH,42.49100113,-76.45839691,91
ELM,42.15990067,-76.89160156,PIT,40.49150085,-80.23290253,256
ELM,42.15990067,-76.89160156,SYR,43.11119843,-76.10630035,260
ELP,31.80719948,-106.3779984,ABQ,35.040199,-106.609001,622
ELP,31.80719948,-106.3779984,AUS,30.19449997,-97.66989899,322
ELP,31.80719948,-106.3779984,DAL,32.847099,-96.851799,303
ELP,31.80719948,-106.3779984,DEN,39.86169815,-104.6729965,300
ELP,31.80719948,-106.3779984,DFW,32.896801,-97.038002,980
ELP,31.80719948,-106.3779984,HOU,29.64539909,-95.27890015,220
ELP,31.80719948,-106.3779984,IAH,29.9843998,-95.34140015,177
ELP,31.80719948,-106.3779984,LAS,36.08010101,-115.1520004,88
ELP,31.80719948,-106.3779984,LAX,33.94250107,-118.4079971,333
ELP,31.80719948,-106.3779984,LBB,33.663601,-101.822998,261
ELP,31.80719948,-106.3779984,MAF,31.94249916,-102.2020035,301
ELP,31.80719948,-106.3779984,PHX,33.43429947,-112.012001,1083
ELP,31.80719948,-106.3779984,SAN,32.73360062,-117.1900024,167
ELP,31.80719948,-106.3779984,SAT,29.53370094,-98.46980286,304
ELP,31.80719948,-106.3779984,SFO,37.61899948,-122.375,62
ELP,31.80719948,-106.3779984,SLC,40.78839874,-111.9779968,1
ELP,31.80719948,-106.3779984,TUS,32.11610031,-110.9410019,169
ERI,42.08312701,-80.17386675,DTW,42.21239853,-83.35340118,251
ERI,42.08312701,-80.17386675,PIT,40.49150085,-80.23290253,449
EUG,44.12459946,-123.211998,DEN,39.86169815,-104.6729965,268
EUG,44.12459946,-123.211998,MFR,42.37419891,-122.8730011,162
EUG,44.12459946,-123.211998,PDX,45.58869934,-122.5979996,181
EUG,44.12459946,-123.211998,SFO,37.61899948,-122.375,565
EVV,38.03699875,-87.53240204,ATL,33.6367,-84.428101,112
EVV,38.03699875,-87.53240204,DAY,39.90240097,-84.2193985,255
EVV,38.03699875,-87.53240204,IND,39.7173,-86.294403,268
EVV,38.03699875,-87.53240204,SDF,38.1744,-85.736,65
EWR,40.69250107,-74.16870117,ATL,33.6367,-84.428101,1220
EWR,40.69250107,-74.16870117,AUS,30.19449997,-97.66989899,39
EWR,40.69250107,-74.16870117,BDL,41.93889999,-72.68319702,579
EWR,40.69250107,-74.16870117,BNA,36.12450027,-86.67819977,269
EWR,40.69250107,-74.16870117,BOS,42.36429977,-71.00520325,2202
EWR,40.69250107,-74.16870117,BTV,44.47190094,-73.15329742,325
EWR,40.69250107,-74.16870117,BUF,42.94049835,-78.73220062,990
EWR,40.69250107,-74.16870117,BWI,39.1754,-76.668297,453
EWR,40.69250107,-74.16870117,CAE,33.93880081,-81.11949921,267
EWR,40.69250107,-74.16870117,CHS,32.89860153,-80.04049683,89
EWR,40.69250107,-74.16870117,CLE,41.4117012,-81.84980011,995
EWR,40.69250107,-74.16870117,CLT,35.2140007,-80.94309998,767
EWR,40.69250107,-74.16870117,CMH,39.998001,-82.891899,550
EWR,40.69250107,-74.16870117,CVG,39.04880142,-84.6678009,579
EWR,40.69250107,-74.16870117,DAB,29.179899,-81.058098,10
EWR,40.69250107,-74.16870117,DAY,39.90240097,-84.2193985,260
EWR,40.69250107,-74.16870117,DCA,38.8521,-77.037697,1144
EWR,40.69250107,-74.16870117,DEN,39.86169815,-104.6729965,770
EWR,40.69250107,-74.16870117,DFW,32.896801,-97.038002,535
EWR,40.69250107,-74.16870117,DTW,42.21239853,-83.35340118,982
EWR,40.69250107,-74.16870117,FLL,26.072599,-80.152702,641
EWR,40.69250107,-74.16870117,GSO,36.09780121,-79.93730164,477
EWR,40.69250107,-74.16870117,HNL,21.32062,-157.924228,32
EWR,40.69250107,-74.16870117,IAD,38.94449997,-77.45580292,780
EWR,40.69250107,-74.16870117,IAH,29.9843998,-95.34140015,493
EWR,40.69250107,-74.16870117,IND,39.7173,-86.294403,393
EWR,40.69250107,-74.16870117,JAX,30.49410057,-81.68789673,474
EWR,40.69250107,-74.16870117,JFK,40.63980103,-73.77890015,12
EWR,40.69250107,-74.16870117,LAS,36.08010101,-115.1520004,81
EWR,40.69250107,-74.16870117,LAX,33.94250107,-118.4079971,520
EWR,40.69250107,-74.16870117,LGA,40.77719879,-73.87259674,17
EWR,40.69250107,-74.16870117,MCI,39.2976,-94.713898,262
EWR,40.69250107,-74.16870117,MCO,28.42939949,-81.30899811,709
EWR,40.69250107,-74.16870117,MEM,35.04240036,-89.97669983,260
EWR,40.69250107,-74.16870117,MIA,25.79319954,-80.29060364,343
EWR,40.69250107,-74.16870117,MLB,28.10280037,-80.64530182,11
EWR,40.69250107,-74.16870117,MSP,44.882,-93.221802,420
EWR,40.69250107,-74.16870117,MSY,29.99340057,-90.25800323,224
EWR,40.69250107,-74.16870117,ONT,34.05599976,-117.6009979,74
EWR,40.69250107,-74.16870117,ORD,41.9786,-87.9048,2938
EWR,40.69250107,-74.16870117,ORF,36.89459991,-76.20120239,862
EWR,40.69250107,-74.16870117,ORH,42.26729965,-71.8757019,248
EWR,40.69250107,-74.16870117,PBI,26.68320084,-80.09559631,432
EWR,40.69250107,-74.16870117,PHL,39.87189865,-75.2410965,15
EWR,40.69250107,-74.16870117,PHX,33.43429947,-112.012001,99
EWR,40.69250107,-74.16870117,PIT,40.49150085,-80.23290253,1179
EWR,40.69250107,-74.16870117,PVD,41.732601,-71.420403,308
EWR,40.69250107,-74.16870117,PWM,43.64619827,-70.30930328,414
EWR,40.69250107,-74.16870117,RDU,35.87760162,-78.78749847,844
EWR,40.69250107,-74.16870117,RIC,37.50519943,-77.31970215,354
EWR,40.69250107,-74.16870117,ROA,37.3255,-79.975403,77
EWR,40.69250107,-74.16870117,ROC,43.1189003,-77.67240143,843
EWR,40.69250107,-74.16870117,RSW,26.53619957,-81.75520325,180
EWR,40.69250107,-74.16870117,SAN,32.73360062,-117.1900024,75
EWR,40.69250107,-74.16870117,SFO,37.61899948,-122.375,326
EWR,40.69250107,-74.16870117,SJC,37.362598,-121.929001,73
EWR,40.69250107,-74.16870117,SJU,18.43939972,-66.00180054,372
EWR,40.69250107,-74.16870117,SRQ,27.39539909,-82.55439758,179
EWR,40.69250107,-74.16870117,STL,38.748697,-90.370003,429
EWR,40.69250107,-74.16870117,STT,18.33729935,-64.9733963,37
EWR,40.69250107,-74.16870117,SYR,43.11119843,-76.10630035,912
EWR,40.69250107,-74.16870117,TPA,27.97550011,-82.53320313,470
EWR,40.69250107,-74.16870117,UCA,43.145,-75.38389,77
EYW,24.55610085,-81.75959778,MIA,25.79319954,-80.29060364,530
FAI,64.81510162,-147.8560028,ANC,61.17440033,-149.9960022,722
FAI,64.81510162,-147.8560028,JNU,58.35499954,-134.576004,85
FAR,46.92070007,-96.81580353,BIS,46.77270126,-100.7460022,91
FAR,46.92070007,-96.81580353,DEN,39.86169815,-104.6729965,149
FAR,46.92070007,-96.81580353,FSD,43.58200073,-96.74189758,181
FAR,46.92070007,-96.81580353,MSP,44.882,-93.221802,436
FAT,36.77619934,-119.7180023,BFL,35.43360138,-119.0569992,51
FAT,36.77619934,-119.7180023,DEN,39.86169815,-104.6729965,292
FAT,36.77619934,-119.7180023,LAX,33.94250107,-118.4079971,724
FAT,36.77619934,-119.7180023,RNO,39.49909973,-119.7679977,261
FAT,36.77619934,-119.7180023,SCK,37.89419937,-121.237999,157
FAT,36.77619934,-119.7180023,SFO,37.61899948,-122.375,344
FAT,36.77619934,-119.7180023,SLC,40.78839874,-111.9779968,88
FAY,34.99119949,-78.88030243,BWI,39.1754,-76.668297,183
FAY,34.99119949,-78.88030243,CLT,35.2140007,-80.94309998,836
FAY,34.99119949,-78.88030243,ORF,36.89459991,-76.20120239,77
FCA,48.3105011,-114.2559967,HLN,46.60680008,-111.9830017,87
FCA,48.3105011,-114.2559967,MSO,46.91630173,-114.0910034,17
FCA,48.3105011,-114.2559967,SLC,40.78839874,-111.9779968,75
FLG,35.13850021,-111.6709976,GCN,35.95240021,-112.1470032,122
FLG,35.13850021,-111.6709976,PHX,33.43429947,-112.012001,454
FLL,26.072599,-80.152702,ATL,33.6367,-84.428101,1239
FLL,26.072599,-80.152702,BDL,41.93889999,-72.68319702,103
FLL,26.072599,-80.152702,BOS,42.36429977,-71.00520325,297
FLL,26.072599,-80.152702,BWI,39.1754,-76.668297,197
FLL,26.072599,-80.152702,CLE,41.4117012,-81.84980011,91
FLL,26.072599,-80.152702,CLT,35.2140007,-80.94309998,273
FLL,26.072599,-80.152702,CVG,39.04880142,-84.6678009,182
FLL,26.072599,-80.152702,DAY,39.90240097,-84.2193985,92
FLL,26.072599,-80.152702,DCA,38.8521,-77.037697,79
FLL,26.072599,-80.152702,DFW,32.896801,-97.038002,360
FLL,26.072599,-80.152702,DTW,42.21239853,-83.35340118,170
FLL,26.072599,-80.152702,EWR,40.69250107,-74.16870117,664
FLL,26.072599,-80.152702,FLL,26.072599,-80.152702,1
FLL,26.072599,-80.152702,IAD,38.94449997,-77.45580292,388
FLL,26.072599,-80.152702,IAH,29.9843998,-95.34140015,214
FLL,26.072599,-80.152702,ISP,40.79520035,-73.10019684,160
FLL,26.072599,-80.152702,JAX,30.49410057,-81.68789673,334
FLL,26.072599,-80.152702,JFK,40.63980103,-73.77890015,359
FLL,26.072599,-80.152702,LGA,40.77719879,-73.87259674,804
FLL,26.072599,-80.152702,MCO,28.42939949,-81.30899811,697
FLL,26.072599,-80.152702,MEM,35.04240036,-89.97669983,90
FLL,26.072599,-80.152702,MIA,25.79319954,-80.29060364,501
FLL,26.072599,-80.152702,MSY,29.99340057,-90.25800323,91
FLL,26.072599,-80.152702,ORD,41.9786,-87.9048,333
FLL,26.072599,-80.152702,PBI,26.68320084,-80.09559631,542
FLL,26.072599,-80.152702,PHL,39.87189865,-75.2410965,550
FLL,26.072599,-80.152702,PIT,40.49150085,-80.23290253,198
FLL,26.072599,-80.152702,RDU,35.87760162,-78.78749847,266
FLL,26.072599,-80.152702,RSW,26.53619957,-81.75520325,71
FLL,26.072599,-80.152702,SRQ,27.39539909,-82.55439758,15
FLL,26.072599,-80.152702,STL,38.748697,-90.370003,172
FLL,26.072599,-80.152702,TPA,27.97550011,-82.53320313,858
FNT,42.9654007,-83.74359894,DAY,39.90240097,-84.2193985,274
FOE,38.95090103,-95.66359711,LNK,40.85100174,-96.75920105,28
FOE,38.95090103,-95.66359711,MCI,39.2976,-94.713898,29
